session_id,split,preset,scenario,window_end_drop_number,future_start_drop_number,future_end_drop_number,label,ratio_t_minus_19,ratio_t_minus_18,ratio_t_minus_17,ratio_t_minus_16,ratio_t_minus_15,ratio_t_minus_14,ratio_t_minus_13,ratio_t_minus_12,ratio_t_minus_11,ratio_t_minus_10,ratio_t_minus_9,ratio_t_minus_8,ratio_t_minus_7,ratio_t_minus_6,ratio_t_minus_5,ratio_t_minus_4,ratio_t_minus_3,ratio_t_minus_2,ratio_t_minus_1,ratio_t_minus_0,error_percent_t_minus_19,error_percent_t_minus_18,error_percent_t_minus_17,error_percent_t_minus_16,error_percent_t_minus_15,error_percent_t_minus_14,error_percent_t_minus_13,error_percent_t_minus_12,error_percent_t_minus_11,error_percent_t_minus_10,error_percent_t_minus_9,error_percent_t_minus_8,error_percent_t_minus_7,error_percent_t_minus_6,error_percent_t_minus_5,error_percent_t_minus_4,error_percent_t_minus_3,error_percent_t_minus_2,error_percent_t_minus_1,error_percent_t_minus_0,delta_ratio_t_minus_19,delta_ratio_t_minus_18,delta_ratio_t_minus_17,delta_ratio_t_minus_16,delta_ratio_t_minus_15,delta_ratio_t_minus_14,delta_ratio_t_minus_13,delta_ratio_t_minus_12,delta_ratio_t_minus_11,delta_ratio_t_minus_10,delta_ratio_t_minus_9,delta_ratio_t_minus_8,delta_ratio_t_minus_7,delta_ratio_t_minus_6,delta_ratio_t_minus_5,delta_ratio_t_minus_4,delta_ratio_t_minus_3,delta_ratio_t_minus_2,delta_ratio_t_minus_1,delta_ratio_t_minus_0
syn_0217,train,fast,missing_drop,137,138,142,1,0.976,0.977333,0.98,0.977333,0.976,0.974667,0.973333,0.976,0.974667,0.974667,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,-2.4,-2.2667,-2.0,-2.2667,-2.4,-2.5333,-2.6667,-2.4,-2.5333,-2.5333,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,0.0,0.001333,0.002667,-0.002667,-0.001333,-0.001333,-0.001333,0.002667,-0.001333,0.0,0.002667,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004
syn_0217,train,fast,missing_drop,138,139,143,1,0.977333,0.98,0.977333,0.976,0.974667,0.973333,0.976,0.974667,0.974667,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,-2.2667,-2.0,-2.2667,-2.4,-2.5333,-2.6667,-2.4,-2.5333,-2.5333,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,0.0,0.002667,-0.002667,-0.001333,-0.001333,-0.001333,0.002667,-0.001333,0.0,0.002667,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0
syn_0217,train,fast,missing_drop,139,140,144,1,0.98,0.977333,0.976,0.974667,0.973333,0.976,0.974667,0.974667,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,-2.0,-2.2667,-2.4,-2.5333,-2.6667,-2.4,-2.5333,-2.5333,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,0.0,-0.002667,-0.001333,-0.001333,-0.001333,0.002667,-0.001333,0.0,0.002667,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333
syn_0217,train,fast,missing_drop,140,141,145,1,0.977333,0.976,0.974667,0.973333,0.976,0.974667,0.974667,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,-2.2667,-2.4,-2.5333,-2.6667,-2.4,-2.5333,-2.5333,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,0.0,-0.001333,-0.001333,-0.001333,0.002667,-0.001333,0.0,0.002667,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333
syn_0217,train,fast,missing_drop,141,142,146,1,0.976,0.974667,0.973333,0.976,0.974667,0.974667,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,-2.4,-2.5333,-2.6667,-2.4,-2.5333,-2.5333,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,0.0,-0.001333,-0.001333,0.002667,-0.001333,0.0,0.002667,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333
syn_0217,train,fast,missing_drop,142,143,147,1,0.974667,0.973333,0.976,0.974667,0.974667,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,-2.5333,-2.6667,-2.4,-2.5333,-2.5333,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,0.0,-0.001333,0.002667,-0.001333,0.0,0.002667,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333
syn_0217,train,fast,missing_drop,143,144,148,1,0.973333,0.976,0.974667,0.974667,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,-2.6667,-2.4,-2.5333,-2.5333,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,0.0,0.002667,-0.001333,0.0,0.002667,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0
syn_0217,train,fast,missing_drop,144,145,149,1,0.976,0.974667,0.974667,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,-2.4,-2.5333,-2.5333,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,0.0,-0.001333,0.0,0.002667,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333
syn_0217,train,fast,missing_drop,145,146,150,1,0.974667,0.974667,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,-2.5333,-2.5333,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,0.0,0.0,0.002667,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333
syn_0217,train,fast,missing_drop,146,147,151,1,0.974667,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,-2.5333,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,0.0,0.002667,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667
syn_0217,train,fast,missing_drop,147,148,152,1,0.977333,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,-2.2667,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,0.0,0.001333,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0
syn_0217,train,fast,missing_drop,148,149,153,1,0.978667,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,-2.1333,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,0.0,-0.002667,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333
syn_0217,train,fast,missing_drop,149,150,154,1,0.976,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,-2.4,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,0.0,-0.001333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333
syn_0217,train,fast,missing_drop,150,151,155,1,0.974667,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,-2.5333,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,0.0,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333
syn_0217,train,fast,missing_drop,151,152,156,1,0.974667,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,-2.5333,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,0.0,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667
syn_0217,train,fast,missing_drop,152,153,157,1,0.974667,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,-2.5333,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,0.0,0.001333,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0
syn_0217,train,fast,missing_drop,153,154,158,1,0.976,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,-2.4,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,0.0,-0.001333,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667
syn_0217,train,fast,missing_drop,154,155,159,1,0.974667,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,-2.5333,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,0.0,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667
syn_0217,train,fast,missing_drop,155,156,160,1,0.974667,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,-2.5333,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,0.0,0.004,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667
syn_0217,train,fast,missing_drop,156,157,161,1,0.978667,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,-2.1333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,0.0,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667
syn_0217,train,fast,missing_drop,157,158,162,1,0.978667,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,-2.1333,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,0.0,-0.001333,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333
syn_0217,train,fast,missing_drop,158,159,163,1,0.977333,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,-2.2667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,0.0,-0.001333,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333
syn_0217,train,fast,missing_drop,159,160,164,1,0.976,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,-2.4,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,0.0,0.001333,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0
syn_0217,train,fast,missing_drop,160,161,165,1,0.977333,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,-2.2667,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,0.0,0.001333,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667
syn_0217,train,fast,missing_drop,161,162,166,1,0.978667,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,-2.1333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,0.0,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0
syn_0217,train,fast,missing_drop,162,163,167,1,0.978667,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,-2.1333,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,0.0,-0.001333,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333
syn_0217,train,fast,missing_drop,163,164,168,1,0.977333,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,-2.2667,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,0.0,0.001333,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667
syn_0217,train,fast,missing_drop,164,165,169,1,0.978667,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,-2.1333,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,0.0,-0.002667,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333
syn_0217,train,fast,missing_drop,165,166,170,1,0.976,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,-2.4,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,0.0,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333
syn_0217,train,fast,missing_drop,166,167,171,1,0.976,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,0.976,-2.4,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,-2.4,0.0,0.001333,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333,0.0
syn_0217,train,fast,missing_drop,167,168,172,1,0.977333,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,0.976,0.974667,-2.2667,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,-2.4,-2.5333,0.0,0.001333,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333,0.0,-0.001333
syn_0217,train,fast,missing_drop,168,169,173,1,0.978667,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,0.976,0.974667,0.976,-2.1333,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,-2.4,-2.5333,-2.4,0.0,-0.001333,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333,0.0,-0.001333,0.001333
syn_0217,train,fast,missing_drop,169,170,174,1,0.977333,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,0.976,0.974667,0.976,0.976,-2.2667,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,-2.4,-2.5333,-2.4,-2.4,0.0,-0.002667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333,0.0,-0.001333,0.001333,0.0
syn_0217,train,fast,missing_drop,170,171,175,1,0.974667,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,0.976,0.974667,0.976,0.976,0.977333,-2.5333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,-2.4,-2.5333,-2.4,-2.4,-2.2667,0.0,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333,0.0,-0.001333,0.001333,0.0,0.001333
syn_0217,train,fast,missing_drop,171,172,176,1,0.974667,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,0.976,0.974667,0.976,0.976,0.977333,0.977333,-2.5333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,-2.4,-2.5333,-2.4,-2.4,-2.2667,-2.2667,0.0,-0.002667,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333,0.0,-0.001333,0.001333,0.0,0.001333,0.0
syn_0217,train,fast,missing_drop,172,173,177,1,0.972,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,0.976,0.974667,0.976,0.976,0.977333,0.977333,0.977333,-2.8,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,-2.4,-2.5333,-2.4,-2.4,-2.2667,-2.2667,-2.2667,0.0,-0.002667,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333,0.0,-0.001333,0.001333,0.0,0.001333,0.0,0.0
syn_0217,train,fast,missing_drop,173,174,178,1,0.969333,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,0.976,0.974667,0.976,0.976,0.977333,0.977333,0.977333,0.976,-3.0667,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,-2.4,-2.5333,-2.4,-2.4,-2.2667,-2.2667,-2.2667,-2.4,0.0,0.002667,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333,0.0,-0.001333,0.001333,0.0,0.001333,0.0,0.0,-0.001333
syn_0217,train,fast,missing_drop,174,175,179,1,0.972,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,0.976,0.974667,0.976,0.976,0.977333,0.977333,0.977333,0.976,0.977333,-2.8,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,-2.4,-2.5333,-2.4,-2.4,-2.2667,-2.2667,-2.2667,-2.4,-2.2667,0.0,0.002667,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333,0.0,-0.001333,0.001333,0.0,0.001333,0.0,0.0,-0.001333,0.001333
syn_0217,train,fast,missing_drop,175,176,180,1,0.974667,0.973333,0.978667,0.978667,0.976,0.976,0.981333,0.978667,0.977333,0.976,0.976,0.974667,0.976,0.976,0.977333,0.977333,0.977333,0.976,0.977333,0.978667,-2.5333,-2.6667,-2.1333,-2.1333,-2.4,-2.4,-1.8667,-2.1333,-2.2667,-2.4,-2.4,-2.5333,-2.4,-2.4,-2.2667,-2.2667,-2.2667,-2.4,-2.2667,-2.1333,0.0,-0.001333,0.005333,0.0,-0.002667,0.0,0.005333,-0.002667,-0.001333,-0.001333,0.0,-0.001333,0.001333,0.0,0.001333,0.0,0.0,-0.001333,0.001333,0.001333
